id,ZONE,VRNTNM,SBZNNM,SUBZONE,NTRLDSTRB1,MAP_LABEL,NTRLDSTRBN,BGC_LABEL,VARIANT,ZONE_NAME,HA,UTM_E,UTM_N,ELEV,SOL,REGION
1071,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"469290","5540385","1977","556",1A
1072,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"469290","5539385","1961","524",1A
1073,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"469290","5538385","1933","582",1A
1074,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,99.8,"469290","5537385","1790","326",1A
1075,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,72.7,"469290","5536385","1410","659",1A
1076,CWH,Southern,Moist Submaritime,ms,Ecosystems with infrequent stand-initiating events,CWHms1,NDT2,CWH ms 1,"1",Coastal Western Hemlock,100.1,"469290","5535385","853","887",1A
1077,CWH,Southern,Moist Submaritime,ms,Ecosystems with infrequent stand-initiating events,CWHms1,NDT2,CWH ms 1,"1",Coastal Western Hemlock,100.1,"469290","5534385","620","819",1A
1078,CWH,Southern,Moist Submaritime,ms,Ecosystems with infrequent stand-initiating events,CWHms1,NDT2,CWH ms 1,"1",Coastal Western Hemlock,100.1,"469290","5533385","405","670",1A
1079,CWH,Southern,Moist Submaritime,ms,Ecosystems with infrequent stand-initiating events,CWHms1,NDT2,CWH ms 1,"1",Coastal Western Hemlock,96.9,"469290","5532385","924","548",1A
1080,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,52.7,"469290","5531385","1151","710",1A
1081,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,80.5,"469290","5530385","1461","359",1A
1082,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,30.2,"469290","5529385","1195","487",1A
1083,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,35.2,"469290","5528385","984","720",1A
1084,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,40.1,"469290","5527385","1427","794",1A
1085,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,58.5,"469290","5526385","1227","615",1A
1086,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,72.4,"469290","5525385","884","865",1A
1087,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,96.6,"469290","5524385","655","845",2A
1088,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,64.8,"469290","5523385","575","432",2A
1089,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,100.1,"469290","5522385","294","544",2A
1090,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,58.3,"469290","5521385","701","82",2A
1091,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,80.0,"469290","5520385","1057","91",2A
1092,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,69.2,"469290","5519385","1072","83",2A
1093,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,50.0,"469290","5518385","1274","384",2A
1094,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,59.4,"469290","5517385","1119","401",2A
1095,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,81.6,"469290","5516385","791","462",2A
1096,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,91.5,"469290","5515385","317","498",2A
1097,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,100.1,"469290","5514385","65","644",2A
1098,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,100.1,"469290","5513385","82","654",2A
1099,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,100.1,"469290","5512385","179","826",2A
1100,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,39.4,"469290","5511385","601","771",2A
1101,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,87.2,"469290","5510385","803","916",2A
1102,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,85.3,"469290","5509385","1098","796",2A
1103,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,70.0,"469290","5508385","1019","732",2A
1104,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,80.1,"469290","5507385","893","885",2A
1105,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,48.0,"469290","5506385","1061","717",2A
1106,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,32.4,"469290","5505385","1433","518",2A
1107,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,44.8,"469290","5504385","794","445",3A
1108,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,72.0,"469290","5503385","656","94",3A
1109,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,60.2,"469290","5502385","693","831",3A
1110,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,100.1,"469290","5501385","556","734",3A
1111,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,60.0,"469290","5500385","807","957",3A
1112,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,82.2,"469290","5499385","532","877",3A
1113,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,100.1,"469290","5498385","398","843",3A
1114,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,100.1,"469290","5497385","367","569",3A
1115,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,96.2,"469290","5496385","417","553",3A
1116,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,46.8,"469290","5495385","578","476",3A
1117,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,83.2,"469290","5494385","518","731",3A
1118,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,89.3,"469290","5493385","972","412",3A
1119,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,70.7,"469290","5492385","582","706",3A
1120,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,73.1,"469290","5491385","1073","549",3A
1121,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,52.2,"469290","5490385","717","853",3A
1122,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,100.1,"469290","5489385","302","742",3A
1123,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,100.1,"469290","5488385","220","266",3A
1124,CWH,,Dry Maritime,dm,Ecosystems with infrequent stand-initiating events,CWHdm,NDT2,CWH dm,,Coastal Western Hemlock,55.2,"469290","5487385","0","660",3A
1125,CWH,,Dry Maritime,dm,Ecosystems with infrequent stand-initiating events,CWHdm,NDT2,CWH dm,,Coastal Western Hemlock,100.1,"469290","5486385","0","660",3A
1126,CWH,,Dry Maritime,dm,Ecosystems with infrequent stand-initiating events,CWHdm,NDT2,CWH dm,,Coastal Western Hemlock,99.8,"469290","5485385","468","838",3A
1127,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,58.6,"469290","5484385","654","328",4A
1128,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,66.7,"469290","5483385","762","895",4A
1129,CWH,,Dry Maritime,dm,Ecosystems with infrequent stand-initiating events,CWHdm,NDT2,CWH dm,,Coastal Western Hemlock,95.1,"469290","5482385","632","444",4A
1130,CWH,,Dry Maritime,dm,Ecosystems with infrequent stand-initiating events,CWHdm,NDT2,CWH dm,,Coastal Western Hemlock,100.1,"469290","5481385","356","785",4A
1131,CWH,,Dry Maritime,dm,Ecosystems with infrequent stand-initiating events,CWHdm,NDT2,CWH dm,,Coastal Western Hemlock,100.1,"469290","5480385","210","728",4A
1132,CWH,Eastern,Very Dry Maritime,xm,Ecosystems with infrequent stand-initiating events,CWHxm1,NDT2,CWH xm 1,"1",Coastal Western Hemlock,77.9,"469290","5479385","129","539",4A
1133,CWH,Eastern,Very Dry Maritime,xm,Ecosystems with infrequent stand-initiating events,CWHxm1,NDT2,CWH xm 1,"1",Coastal Western Hemlock,100.1,"469290","5478385","32","609",4A
1134,CWH,Eastern,Very Dry Maritime,xm,Ecosystems with infrequent stand-initiating events,CWHxm1,NDT2,CWH xm 1,"1",Coastal Western Hemlock,100.1,"469290","5477385","0","661",4A
1135,CWH,Eastern,Very Dry Maritime,xm,Ecosystems with infrequent stand-initiating events,CWHxm1,NDT2,CWH xm 1,"1",Coastal Western Hemlock,100.1,"469290","5476385","0","662",4A
1136,CWH,Eastern,Very Dry Maritime,xm,Ecosystems with infrequent stand-initiating events,CWHxm1,NDT2,CWH xm 1,"1",Coastal Western Hemlock,100.1,"469290","5475385","0","662",4A
1137,CWH,Eastern,Very Dry Maritime,xm,Ecosystems with infrequent stand-initiating events,CWHxm1,NDT2,CWH xm 1,"1",Coastal Western Hemlock,100.1,"469290","5474385","0","662",4A
1138,CWH,Eastern,Very Dry Maritime,xm,Ecosystems with infrequent stand-initiating events,CWHxm1,NDT2,CWH xm 1,"1",Coastal Western Hemlock,100.1,"469290","5473385","0","662",4A
1139,CWH,Eastern,Very Dry Maritime,xm,Ecosystems with infrequent stand-initiating events,CWHxm1,NDT2,CWH xm 1,"1",Coastal Western Hemlock,100.1,"469290","5472385","0","662",4A
1140,CWH,Eastern,Very Dry Maritime,xm,Ecosystems with infrequent stand-initiating events,CWHxm1,NDT2,CWH xm 1,"1",Coastal Western Hemlock,100.1,"469290","5471385","0","662",4A
1141,CWH,Eastern,Very Dry Maritime,xm,Ecosystems with infrequent stand-initiating events,CWHxm1,NDT2,CWH xm 1,"1",Coastal Western Hemlock,100.1,"469290","5470385","0","663",4A
1142,CWH,Eastern,Very Dry Maritime,xm,Ecosystems with infrequent stand-initiating events,CWHxm1,NDT2,CWH xm 1,"1",Coastal Western Hemlock,100.1,"469290","5469385","0","663",4A
1143,CWH,Eastern,Very Dry Maritime,xm,Ecosystems with infrequent stand-initiating events,CWHxm1,NDT2,CWH xm 1,"1",Coastal Western Hemlock,100.1,"469290","5468385","54","698",4A
1144,CWH,Eastern,Very Dry Maritime,xm,Ecosystems with infrequent stand-initiating events,CWHxm1,NDT2,CWH xm 1,"1",Coastal Western Hemlock,100.1,"469290","5467385","20","650",4A
1145,CWH,Eastern,Very Dry Maritime,xm,Ecosystems with infrequent stand-initiating events,CWHxm1,NDT2,CWH xm 1,"1",Coastal Western Hemlock,100.1,"469290","5466385","41","808",4A
1146,CWH,Eastern,Very Dry Maritime,xm,Ecosystems with infrequent stand-initiating events,CWHxm1,NDT2,CWH xm 1,"1",Coastal Western Hemlock,100.1,"469290","5465385","101","735",4A
1147,CWH,Eastern,Very Dry Maritime,xm,Ecosystems with infrequent stand-initiating events,CWHxm1,NDT2,CWH xm 1,"1",Coastal Western Hemlock,100.1,"469290","5464385","0","663",4A
1148,CWH,Eastern,Very Dry Maritime,xm,Ecosystems with infrequent stand-initiating events,CWHxm1,NDT2,CWH xm 1,"1",Coastal Western Hemlock,100.1,"469290","5463385","0","664",4A
1149,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"470290","5544385","1898","594",1A
1150,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"470290","5543385","1933","431",1A
1151,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"470290","5542385","1491","679",1A
1152,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,26.1,"470290","5541385","1345","88",1A
1153,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"470290","5540385","1879","94",1A
1154,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"470290","5539385","1960","661",1A
1155,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"470290","5538385","1849","763",1A
1156,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,97.6,"470290","5537385","1691","695",1A
1157,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,79.5,"470290","5536385","1250","886",1A
1158,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,75.8,"470290","5535385","1344","842",1A
1159,CWH,Southern,Moist Submaritime,ms,Ecosystems with infrequent stand-initiating events,CWHms1,NDT2,CWH ms 1,"1",Coastal Western Hemlock,77.2,"470290","5534385","1005","790",1A
1160,CWH,Southern,Moist Submaritime,ms,Ecosystems with infrequent stand-initiating events,CWHms1,NDT2,CWH ms 1,"1",Coastal Western Hemlock,100.1,"470290","5533385","521","714",1A
1161,CWH,Southern,Moist Submaritime,ms,Ecosystems with infrequent stand-initiating events,CWHms1,NDT2,CWH ms 1,"1",Coastal Western Hemlock,100.1,"470290","5532385","552","400",1A
1162,CWH,Southern,Moist Submaritime,ms,Ecosystems with infrequent stand-initiating events,CWHms1,NDT2,CWH ms 1,"1",Coastal Western Hemlock,88.5,"470290","5531385","1020","435",1A
1163,CWH,Southern,Moist Submaritime,ms,Ecosystems with infrequent stand-initiating events,CWHms1,NDT2,CWH ms 1,"1",Coastal Western Hemlock,65.5,"470290","5530385","982","360",1A
1164,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,68.8,"470290","5529385","873","770",1A
1165,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,55.8,"470290","5528385","1518","89",1A
1166,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,97.0,"470290","5527385","1540","89",1A
1167,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,63.3,"470290","5526385","1356","499",1A
1168,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,100.1,"470290","5525385","1242","683",1A
1169,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,57.5,"470290","5524385","1140","858",2A
1170,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,66.8,"470290","5523385","679","677",2A
1171,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,97.8,"470290","5522385","307","812",2A
1172,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,100.0,"470290","5521385","244","633",2A
1173,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,80.2,"470290","5520385","341","417",2A
1174,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,53.1,"470290","5519385","769","235",2A
1175,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,79.4,"470290","5518385","838","81",2A
1176,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,64.1,"470290","5517385","632","486",2A
1177,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,90.6,"470290","5516385","431","271",2A
1178,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,100.1,"470290","5515385","110","535",2A
1179,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,100.1,"470290","5514385","93","823",2A
1180,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,100.1,"470290","5513385","278","922",2A
1181,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,43.2,"470290","5512385","649","849",2A
1182,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,76.7,"470290","5511385","430","481",2A
1183,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,61.6,"470290","5510385","1008","239",2A
1184,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,72.0,"470290","5509385","1098","435",2A
1185,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,86.2,"470290","5508385","1378","397",2A
